,year,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,DOMINIO,ESTRATO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209
415,2019,01,008119,146,11,04,150202,2.0,7.0,20150081191461105,3.0,1.0,3.0,1.0,2.0,,2.0,10.0,,
416,2019,04,010117,042,11,03,101006,5.0,6.0,20190101170421103,3.0,1.0,3.0,1.0,2.0,,1.0,19.0,,6.0
418,2019,06,009688,040,11,06,250107,7.0,2.0,20160096880401108,0.0,,,,,,,,,
420,2019,12,010538,085,11,03,060701,4.0,5.0,20190105380851103,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
422,2019,07,005399,062,11,02,030202,6.0,7.0,20150053990621102,2.0,1.0,2.0,1.0,2.0,,2.0,54.0,,2.0
423,2019,03,009655,056,11,03,250101,7.0,2.0,20180096550561103,0.0,,,,,,,,,
424,2019,07,007263,032,11,01,130902,4.0,7.0,20190072630321101,1.0,1.0,1.0,1.0,2.0,,2.0,36.0,,5.0
425,2019,05,009425,007,11,02,230302,6.0,5.0,20190094250071102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,2.0
426,2019,04,005686,018,11,02,050115,5.0,2.0,20190056860181102,2.0,1.0,2.0,1.0,2.0,,2.0,50.0,,2.0
427,2019,08,006081,078,11,04,070106,8.0,1.0,20190060810781104,4.0,2.0,2.0,1.0,2.0,,2.0,30.0,,1.0
428,2019,07,007390,124,11,03,140201,1.0,4.0,20190073901241103,3.0,1.0,3.0,1.0,2.0,,2.0,18.0,,6.0
429,2019,01,005954,058,11,06,060417,4.0,7.0,20190059540581106,3.0,1.0,3.0,1.0,2.0,,2.0,49.0,,6.0
430,2019,02,006979,005,11,01,120132,5.0,5.0,20190069790051101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,2.0
433,2019,08,005036,052,11,01,010206,7.0,5.0,20180050360521101,1.0,1.0,1.0,1.0,2.0,,2.0,40.0,,5.0
434,2019,05,007005,150,11,02,120707,5.0,7.0,20190070051501102,3.0,1.0,3.0,1.0,2.0,,1.0,7.0,,
439,2019,03,005394,080,11,02,030601,6.0,7.0,20180053940801102,3.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
440,2019,07,010379,133,11,02,250105,7.0,2.0,20190103791331102,2.0,1.0,2.0,1.0,2.0,,2.0,47.0,,2.0
445,2019,01,005639,026,11,03,040704,3.0,5.0,20190056390261103,3.0,2.0,1.0,2.0,,2.0,2.0,43.0,,2.0
449,2019,03,008675,092,11,01,190107,5.0,5.0,20190086750921101,1.0,1.0,1.0,1.0,2.0,,2.0,34.0,,5.0
451,2019,05,009812,011,11,03,140307,1.0,7.0,20180098120111103,3.0,1.0,3.0,1.0,1.0,,1.0,21.0,,6.0
454,2019,12,007824,047,11,03,150130,8.0,1.0,20190078240471103,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
456,2019,02,005472,086,11,02,040104,6.0,1.0,20190054720861102,2.0,1.0,2.0,1.0,2.0,,2.0,43.0,,2.0
457,2019,05,008333,125,11,01,160102,7.0,7.0,20190083331251101,1.0,1.0,1.0,1.0,2.0,,2.0,37.0,,5.0
459,2019,08,008930,105,11,04,200208,1.0,8.0,20190089301051104,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
461,2019,08,006818,066,11,03,110110,2.0,5.0,20190068180661103,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
463,2019,12,009111,063,11,04,210406,6.0,7.0,20190091110631104,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
464,2019,02,005402,013,11,01,030208,6.0,7.0,20190054020131101,1.0,1.0,1.0,1.0,2.0,,1.0,77.0,,2.0
467,2019,02,008945,154,11,01,200302,1.0,7.0,20180089451541101,1.0,1.0,1.0,1.0,1.0,,1.0,52.0,,1.0
469,2019,01,008175,135,11,04,150501,2.0,8.0,20190081751351104,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
472,2019,02,006632,062,11,01,100101,5.0,8.0,20190066320621101,1.0,1.0,1.0,1.0,2.0,,1.0,57.0,,2.0
476,2019,02,010634,110,11,02,150811,2.0,5.0,20190106341101102,2.0,1.0,2.0,1.0,2.0,,2.0,19.0,,1.0
477,2019,08,006719,058,11,01,110101,2.0,2.0,20190067190581101,1.0,1.0,1.0,1.0,2.0,,1.0,62.0,,2.0
482,2019,02,005770,102,11,04,050401,5.0,7.0,20190057701021104,3.0,1.0,3.0,1.0,2.0,,1.0,16.0,,6.0
484,2019,08,005182,048,11,04,021801,2.0,2.0,20190051820481104,4.0,2.0,2.0,1.0,2.0,,2.0,24.0,,1.0
488,2019,01,006292,006,11,03,081306,6.0,7.0,20190062920061103,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
489,2019,09,009643,070,11,03,250101,7.0,2.0,20190096430701103,7.0,1.0,2.0,2.0,,2.0,2.0,74.0,,1.0
492,2019,02,007225,084,11,02,131001,4.0,5.0,20190072250841102,2.0,1.0,2.0,1.0,1.0,,2.0,64.0,,2.0
493,2019,02,006166,083,11,06,070101,8.0,1.0,20150061660831107,7.0,2.0,1.0,1.0,2.0,,1.0,43.0,,6.0
494,2019,02,005527,035,11,02,040110,6.0,1.0,20190055270351102,2.0,1.0,2.0,1.0,2.0,,1.0,57.0,,2.0
497,2019,07,005113,004,11,04,010707,7.0,7.0,20190051130041104,3.0,0.0,1.0,2.0,,2.0,1.0,27.0,,6.0
499,2019,12,009278,049,11,02,220709,7.0,5.0,20190092780491102,2.0,1.0,2.0,1.0,2.0,,2.0,54.0,,2.0
500,2019,07,005206,025,11,05,021809,2.0,2.0,20190052060251105,3.0,1.0,3.0,1.0,2.0,,1.0,21.0,,6.0
501,2019,12,007276,039,11,01,130804,4.0,7.0,20190072760391101,1.0,1.0,1.0,1.0,2.0,,1.0,51.0,,1.0
502,2019,09,005369,074,11,03,030216,6.0,4.0,20190053690741103,3.0,1.0,3.0,1.0,2.0,,2.0,11.0,,
503,2019,03,005727,058,11,02,050401,5.0,4.0,20190057270581102,3.0,1.0,3.0,1.0,2.0,,1.0,22.0,,6.0
504,2019,09,006392,011,11,02,090301,5.0,5.0,20190063920111102,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
508,2019,02,007187,053,11,03,130205,1.0,4.0,20190071870531103,3.0,2.0,1.0,1.0,2.0,,1.0,22.0,,1.0
509,2019,05,007005,058,11,01,120707,5.0,7.0,20190070050581101,1.0,1.0,1.0,1.0,2.0,,2.0,38.0,,1.0
510,2019,11,005448,124,11,01,030401,6.0,8.0,20190054481241101,1.0,1.0,1.0,1.0,2.0,,2.0,66.0,,2.0
512,2019,09,009669,076,11,03,250107,7.0,2.0,20190096690761103,3.0,1.0,3.0,1.0,2.0,,1.0,49.0,,6.0
518,2019,01,007053,272,11,01,120107,5.0,7.0,20190070532721101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,2.0
519,2019,12,009994,033,11,01,150501,2.0,7.0,20190099940331101,1.0,1.0,1.0,1.0,2.0,,1.0,66.0,,2.0
520,2019,04,009082,087,11,01,210606,6.0,7.0,20190090820871101,1.0,1.0,1.0,1.0,2.0,,1.0,44.0,,1.0
521,2019,09,009586,405,11,02,240203,1.0,7.0,20190095864051102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,2.0
524,2019,05,007032,028,11,02,120431,5.0,6.0,20150070320281102,2.0,1.0,2.0,1.0,2.0,,2.0,56.0,,2.0
525,2019,05,005649,067,11,03,040803,6.0,8.0,20170056490671104,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
526,2019,12,008995,060,11,01,210204,6.0,5.0,20180089950601101,1.0,1.0,1.0,1.0,2.0,,1.0,56.0,,2.0
527,2019,11,009757,033,11,03,250103,7.0,7.0,20180097570331103,3.0,1.0,3.0,1.0,1.0,,1.0,20.0,,6.0
528,2019,12,007918,066,11,01,150133,8.0,1.0,20190079180661101,1.0,1.0,1.0,1.0,2.0,,2.0,38.0,,5.0
529,2019,07,007986,027,11,03,150203,2.0,4.0,20180079860271103,3.0,2.0,1.0,1.0,2.0,,2.0,21.0,,1.0
530,2019,06,005367,064,11,03,030216,6.0,4.0,20190053670641103,3.0,2.0,2.0,1.0,2.0,,2.0,28.0,,1.0
531,2019,05,008888,006,11,01,200401,1.0,3.0,20150088880061101,1.0,1.0,1.0,1.0,2.0,,1.0,53.0,,2.0
532,2019,12,009330,065,11,02,230104,3.0,2.0,20190093300651102,2.0,1.0,2.0,1.0,2.0,,2.0,48.0,,1.0
534,2019,04,008279,016,11,01,160201,7.0,4.0,20190082790161101,1.0,0.0,1.0,1.0,2.0,,1.0,48.0,,5.0
538,2019,04,009011,083,11,02,211101,6.0,2.0,20190090110831102,2.0,1.0,2.0,1.0,2.0,,2.0,41.0,,1.0
540,2019,01,006247,159,11,02,081201,6.0,5.0,20190062471591102,2.0,1.0,2.0,1.0,2.0,,2.0,49.0,,2.0
541,2019,10,005285,054,11,07,021209,5.0,7.0,20190052850541107,5.0,2.0,3.0,1.0,2.0,,1.0,1.0,,
542,2019,09,007096,057,11,01,130105,1.0,1.0,20170070960571101,1.0,1.0,1.0,1.0,2.0,,2.0,41.0,,5.0
543,2019,07,006735,062,11,03,110101,2.0,2.0,20190067350621103,3.0,1.0,3.0,1.0,2.0,,2.0,42.0,,6.0
544,2019,12,008312,032,11,02,160706,7.0,6.0,20180083120321102,2.0,1.0,2.0,1.0,2.0,,2.0,70.0,,1.0
546,2019,09,009080,104,11,07,210608,6.0,8.0,20190090801041107,3.0,1.0,3.0,1.0,2.0,,2.0,6.0,,
547,2019,10,006829,040,11,02,110401,2.0,5.0,20150068290401103,3.0,1.0,1.0,1.0,2.0,,2.0,26.0,,1.0
548,2019,06,006425,076,11,04,090505,5.0,6.0,20190064250761104,3.0,1.0,3.0,1.0,2.0,,1.0,9.0,,
549,2019,10,007929,147,11,05,150142,8.0,1.0,20160079291471105,5.0,2.0,3.0,1.0,2.0,,2.0,4.0,,
550,2019,08,006994,027,11,02,120699,7.0,5.0,20190069940271102,3.0,1.0,3.0,1.0,2.0,,1.0,26.0,,6.0
553,2019,11,005323,183,11,04,020701,5.0,7.0,20190053231831104,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
554,2019,11,005485,111,11,02,040104,6.0,1.0,20160054851111102,3.0,1.0,3.0,1.0,2.0,,2.0,24.0,,6.0
556,2019,05,007419,087,11,07,140116,1.0,5.0,20190074190871107,3.0,2.0,1.0,1.0,2.0,,1.0,28.0,,1.0
558,2019,08,006646,136,11,05,100803,5.0,7.0,20190066461361105,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,,
562,2019,05,006540,029,11,03,100601,7.0,4.0,20150065400291103,3.0,1.0,3.0,1.0,2.0,,2.0,33.0,,6.0
564,2019,03,006710,076,11,06,110101,2.0,2.0,20190067100761106,7.0,0.0,1.0,1.0,2.0,,2.0,20.0,,6.0
565,2019,10,005908,019,11,08,060904,7.0,7.0,20190059080191108,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
568,2019,01,005639,026,11,04,040704,3.0,5.0,20190056390261104,5.0,2.0,3.0,2.0,,2.0,1.0,11.0,,
570,2019,12,007021,080,11,01,120303,7.0,7.0,20190070210801101,1.0,1.0,1.0,1.0,2.0,,1.0,22.0,,1.0
572,2019,12,008656,008,11,02,190203,5.0,5.0,20190086560081102,2.0,1.0,2.0,1.0,2.0,,2.0,30.0,,1.0
574,2019,02,010029,065,11,06,030502,6.0,6.0,20190100290651106,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
575,2019,02,005946,193,11,01,060407,4.0,7.0,20190059461931101,1.0,1.0,1.0,1.0,2.0,,1.0,88.0,,2.0
576,2019,07,009439,015,11,03,230203,6.0,6.0,20190094390151103,3.0,1.0,3.0,1.0,2.0,,2.0,29.0,,6.0
578,2019,08,005099,022,11,02,010701,7.0,7.0,20150050990221102,2.0,1.0,2.0,1.0,2.0,,2.0,68.0,,1.0
581,2019,04,009293,070,11,04,221001,7.0,7.0,20190092930701104,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
585,2019,02,005907,009,11,04,060907,4.0,7.0,20190059070091104,3.0,1.0,3.0,1.0,2.0,,1.0,5.0,,
586,2019,12,007276,035,11,01,130804,4.0,7.0,20190072760351101,1.0,0.0,1.0,1.0,2.0,,2.0,76.0,,3.0
589,2019,02,007127,099,11,05,130101,1.0,1.0,20190071270991105,3.0,1.0,3.0,1.0,2.0,,2.0,14.0,,6.0
591,2019,04,009548,107,11,01,240105,1.0,5.0,20190095481071101,1.0,1.0,1.0,1.0,2.0,,1.0,43.0,,2.0
592,2019,02,006621,020,11,01,100103,5.0,7.0,20190066210201101,1.0,1.0,1.0,1.0,2.0,,1.0,69.0,,2.0
593,2019,10,008927,079,11,02,200205,1.0,6.0,20190089270791102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,2.0
594,2019,01,008332,002,11,03,160102,7.0,6.0,20180083320021103,5.0,0.0,1.0,1.0,2.0,,1.0,13.0,,6.0
595,2019,10,009151,131,11,02,220804,7.0,4.0,20190091511311102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,1.0
598,2019,10,011341,096,11,02,150812,5.0,8.0,20190113410961102,2.0,1.0,2.0,1.0,2.0,,2.0,43.0,,1.0
599,2019,08,007222,090,11,04,130901,4.0,4.0,20190072220901104,5.0,2.0,3.0,1.0,2.0,,2.0,2.0,,
600,2019,02,010269,106,11,02,160108,7.0,2.0,20190102691061102,2.0,1.0,2.0,1.0,2.0,,2.0,62.0,,2.0
604,2019,08,009289,007,11,07,220602,7.0,7.0,20180092890071106,0.0,,,,,,,,,
608,2019,02,007386,168,11,01,140205,1.0,5.0,20180073861681101,1.0,1.0,1.0,1.0,2.0,,1.0,64.0,,2.0
609,2019,04,010159,016,11,09,120608,7.0,7.0,20190101590161109,3.0,1.0,3.0,1.0,2.0,,2.0,8.0,,
610,2019,03,008305,089,11,05,160601,7.0,5.0,20190083050891105,11.0,0.0,1.0,2.0,,2.0,1.0,38.0,,1.0
611,2019,04,007609,061,11,14,150132,8.0,1.0,20180076090611108,0.0,,,,,,,,,
614,2019,04,006620,054,11,06,100103,5.0,8.0,20190066200541106,3.0,1.0,3.0,1.0,2.0,,2.0,12.0,,6.0
615,2019,06,007223,261,11,01,130808,4.0,5.0,20190072232611101,1.0,1.0,1.0,1.0,2.0,,1.0,41.0,,1.0
617,2019,10,008537,105,11,01,180301,3.0,3.0,20150085371051101,1.0,1.0,1.0,1.0,2.0,,2.0,47.0,,5.0
618,2019,07,005754,033,11,02,050601,5.0,5.0,20190057540331102,3.0,1.0,2.0,1.0,2.0,,2.0,26.0,,2.0
621,2019,02,007875,455,11,03,150140,8.0,1.0,20190078754551103,3.0,2.0,1.0,1.0,2.0,,2.0,23.0,,5.0
622,2019,04,009896,091,11,02,130103,1.0,1.0,20180098960911102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,2.0
624,2019,12,005825,171,11,01,050607,5.0,7.0,20190058251711101,1.0,0.0,1.0,1.0,2.0,,2.0,83.0,,3.0
627,2019,11,005935,088,11,03,060601,4.0,7.0,20190059350881103,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
628,2019,09,005577,091,11,01,040107,6.0,1.0,20190055770911101,1.0,0.0,1.0,1.0,2.0,,2.0,55.0,,3.0
629,2019,02,005816,005,11,01,051002,5.0,6.0,20190058160051101,1.0,1.0,1.0,1.0,2.0,,1.0,81.0,,2.0
633,2019,04,006746,034,11,01,110207,2.0,2.0,20190067460341101,1.0,0.0,1.0,1.0,2.0,,1.0,46.0,,5.0
638,2019,01,007215,009,11,06,130614,4.0,5.0,20190072150091106,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
639,2019,11,007519,003,11,01,150135,8.0,1.0,20190075190031101,1.0,1.0,1.0,1.0,2.0,,2.0,52.0,,5.0
640,2019,03,005059,086,11,01,010312,7.0,5.0,20190050590861101,1.0,1.0,1.0,1.0,2.0,,1.0,65.0,,2.0
641,2019,07,010219,094,11,03,150128,8.0,1.0,20190102190941103,3.0,1.0,3.0,1.0,2.0,,2.0,4.0,,
644,2019,06,006243,039,11,03,081302,6.0,5.0,20190062430391103,3.0,1.0,3.0,1.0,2.0,,1.0,25.0,,6.0
646,2019,11,008909,055,11,06,200604,1.0,7.0,20190089090551106,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
648,2019,08,008645,036,11,01,190101,5.0,3.0,20190086450361101,1.0,1.0,1.0,1.0,2.0,,1.0,37.0,,2.0
650,2019,03,009045,162,11,03,211201,6.0,7.0,20150090451621103,3.0,1.0,3.0,1.0,2.0,,1.0,22.0,,6.0
652,2019,02,006309,193,11,02,081103,6.0,7.0,20190063091931102,2.0,1.0,2.0,1.0,2.0,,2.0,23.0,,1.0
657,2019,02,009145,049,11,02,220101,7.0,4.0,20150091450491102,2.0,1.0,2.0,1.0,2.0,,2.0,54.0,,1.0
658,2019,04,007432,002,11,02,140120,1.0,4.0,20190074320021102,2.0,1.0,2.0,1.0,2.0,,2.0,70.0,,2.0
660,2019,08,009956,058,11,02,050401,5.0,4.0,20170099560581102,0.0,,,,,,,,,
661,2019,02,010433,052,11,04,040703,3.0,5.0,20190104330521104,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
663,2019,02,005257,041,12,01,020101,5.0,3.0,20190052570411201,1.0,1.0,1.0,1.0,2.0,,2.0,48.0,,5.0
664,2019,03,008375,110,11,08,170101,7.0,3.0,20190083751101108,5.0,2.0,3.0,1.0,2.0,,2.0,2.0,,
665,2019,10,009432,107,11,01,230401,6.0,5.0,20150094321071101,1.0,1.0,1.0,1.0,2.0,,1.0,69.0,,1.0
666,2019,12,006745,061,11,04,110207,2.0,2.0,20170067450611103,3.0,1.0,3.0,1.0,2.0,,1.0,17.0,,6.0
670,2019,04,011309,076,11,01,050805,5.0,6.0,20190113090761101,1.0,1.0,1.0,1.0,2.0,,1.0,71.0,,2.0
676,2019,07,009166,113,11,01,220104,7.0,5.0,20190091661131101,1.0,1.0,1.0,1.0,2.0,,1.0,50.0,,2.0
678,2019,04,007250,052,11,02,130614,4.0,7.0,20190072500521102,2.0,1.0,2.0,1.0,2.0,,2.0,42.0,,1.0
679,2019,09,009041,060,11,02,211203,6.0,6.0,20170090410601102,2.0,1.0,2.0,1.0,2.0,,2.0,81.0,,1.0
681,2019,03,005286,044,11,03,021205,5.0,6.0,20190052860441103,5.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
682,2019,02,009970,019,11,01,081003,6.0,8.0,20180099700191101,1.0,1.0,1.0,1.0,2.0,,2.0,48.0,,1.0
683,2019,10,005872,008,11,05,060101,4.0,2.0,20190058720081105,5.0,2.0,3.0,1.0,2.0,,1.0,2.0,,
684,2019,02,008485,037,11,02,180101,3.0,3.0,20170084850371102,2.0,1.0,2.0,1.0,2.0,,2.0,62.0,,2.0
686,2019,06,008268,076,11,06,160404,7.0,5.0,20180082680761106,3.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
687,2019,09,011335,135,11,03,160402,7.0,7.0,20190113351351103,3.0,1.0,3.0,1.0,2.0,,1.0,13.0,,6.0
689,2019,09,007132,055,11,04,130101,1.0,1.0,20190071320551104,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
692,2019,04,008192,087,11,06,160101,7.0,2.0,20190081920871106,5.0,2.0,3.0,1.0,2.0,,1.0,6.0,,
694,2019,10,005721,036,11,05,050407,7.0,5.0,20150057210361105,3.0,1.0,3.0,1.0,2.0,,1.0,8.0,,
695,2019,05,006376,043,11,01,090709,5.0,5.0,20190063760431101,1.0,0.0,1.0,1.0,2.0,,2.0,81.0,,3.0
698,2019,09,008661,006,11,04,190108,5.0,5.0,20190086610061104,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,,
700,2019,05,009285,049,11,02,220605,7.0,8.0,20190092850491102,3.0,1.0,3.0,1.0,2.0,,1.0,7.0,,
701,2019,06,007436,073,11,01,140118,1.0,4.0,20160074360731101,1.0,1.0,1.0,1.0,2.0,,1.0,70.0,,2.0
702,2019,01,009042,066,11,01,211205,6.0,7.0,20190090420661101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,1.0
705,2019,05,007543,039,11,01,150117,8.0,1.0,20190075430391101,1.0,1.0,1.0,1.0,2.0,,2.0,65.0,,3.0
709,2019,07,007556,022,11,01,150117,8.0,1.0,20190075560221101,1.0,1.0,1.0,1.0,2.0,,1.0,76.0,,2.0
711,2019,03,005019,027,11,01,010101,4.0,4.0,20170050190271101,1.0,1.0,1.0,1.0,2.0,,1.0,58.0,,2.0
712,2019,07,007227,016,11,01,130501,4.0,5.0,20190072270161101,1.0,1.0,1.0,1.0,2.0,,1.0,47.0,,2.0
713,2019,11,008392,040,11,01,170101,7.0,3.0,20190083920401101,1.0,1.0,1.0,1.0,2.0,,1.0,24.0,,6.0
714,2019,07,009505,036,11,02,240101,1.0,3.0,20190095050361102,3.0,1.0,2.0,1.0,2.0,,2.0,46.0,,2.0
715,2019,11,007589,021,11,05,150128,8.0,1.0,20190075890211105,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
720,2019,04,009548,018,11,01,240105,1.0,5.0,20190095480181101,1.0,1.0,1.0,1.0,2.0,,1.0,54.0,,2.0
721,2019,03,007413,038,11,06,140113,1.0,5.0,20190074130381106,4.0,2.0,1.0,1.0,2.0,,1.0,29.0,,1.0
725,2019,09,007047,190,11,03,120117,5.0,7.0,20190070471901103,3.0,1.0,3.0,1.0,2.0,,1.0,15.0,,6.0
730,2019,03,006931,044,11,01,120107,5.0,2.0,20190069310441101,1.0,1.0,1.0,1.0,2.0,,1.0,28.0,,1.0
733,2019,10,007118,066,11,04,130101,1.0,1.0,20180071180661105,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
734,2019,04,005255,090,11,03,020101,5.0,3.0,20190052550901103,3.0,1.0,3.0,1.0,2.0,,1.0,14.0,,6.0
736,2019,10,010055,022,11,02,050705,5.0,5.0,20190100550221102,2.0,1.0,2.0,1.0,2.0,,2.0,27.0,,1.0
739,2019,06,006795,066,12,07,110508,2.0,3.0,20190067950661207,5.0,2.0,3.0,1.0,2.0,,2.0,4.0,,
744,2019,02,009995,021,11,05,021003,5.0,8.0,20190099950211105,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,,
747,2019,03,008595,015,11,01,180204,6.0,6.0,20170085950151101,1.0,1.0,1.0,1.0,2.0,,2.0,37.0,,2.0
748,2019,09,008693,043,11,02,190201,5.0,7.0,20190086930431102,2.0,1.0,2.0,1.0,2.0,,2.0,49.0,,2.0
749,2019,09,010123,025,11,02,110206,2.0,5.0,20190101230251102,2.0,1.0,2.0,1.0,2.0,,2.0,72.0,,2.0
750,2019,07,008372,003,11,02,170101,7.0,3.0,20190083720031102,2.0,1.0,2.0,1.0,2.0,,2.0,30.0,,1.0
751,2019,03,007417,088,11,02,140115,1.0,5.0,20190074170881102,3.0,1.0,3.0,1.0,2.0,,2.0,15.0,,6.0
753,2019,12,009768,125,11,06,250201,7.0,7.0,20190097681251106,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,,
755,2019,11,006953,121,11,02,120704,5.0,5.0,20180069531211102,2.0,1.0,2.0,1.0,2.0,,2.0,47.0,,1.0
756,2019,11,008757,001,11,05,200101,1.0,2.0,20190087570011105,4.0,2.0,1.0,1.0,2.0,,1.0,30.0,,1.0
757,2019,06,008880,091,11,06,200114,1.0,4.0,20190088800911106,4.0,2.0,2.0,1.0,2.0,,1.0,28.0,,2.0
761,2019,04,010040,013,11,04,040201,3.0,4.0,20190100400131104,3.0,1.0,3.0,1.0,2.0,,2.0,6.0,,
763,2019,04,007733,079,11,05,150101,8.0,1.0,20150077330791106,3.0,1.0,3.0,1.0,2.0,,2.0,7.0,,
764,2019,06,008879,018,11,03,200105,1.0,3.0,20190088790181103,3.0,1.0,3.0,1.0,2.0,,2.0,16.0,,6.0
768,2019,09,008661,095,11,03,190108,5.0,5.0,20190086610951103,5.0,1.0,3.0,1.0,2.0,,2.0,9.0,,
771,2019,08,006734,007,11,01,110101,2.0,2.0,20170067340071101,1.0,1.0,1.0,1.0,2.0,,1.0,63.0,,1.0
774,2019,09,005292,001,11,02,021601,5.0,7.0,20170052920011102,3.0,1.0,3.0,1.0,2.0,,1.0,53.0,,6.0
780,2019,01,009073,186,11,03,211101,6.0,8.0,20180090731861103,3.0,1.0,3.0,1.0,2.0,,1.0,24.0,,6.0
781,2019,03,006600,039,11,02,100501,5.0,7.0,20190066000391102,2.0,1.0,2.0,1.0,2.0,,2.0,59.0,,1.0
784,2019,02,011300,173,11,03,160103,7.0,7.0,20190113001731103,3.0,1.0,3.0,1.0,2.0,,1.0,43.0,,6.0
785,2019,11,007179,099,11,01,130704,1.0,4.0,20160071790991101,1.0,0.0,1.0,1.0,2.0,,2.0,63.0,,3.0
787,2019,12,008182,043,11,04,160108,7.0,2.0,20190081820431104,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
789,2019,09,007756,018,11,01,150121,8.0,1.0,20190077560181101,1.0,1.0,1.0,1.0,2.0,,2.0,72.0,,4.0
791,2019,08,010280,109,11,03,160706,7.0,7.0,20190102801091103,3.0,1.0,3.0,1.0,2.0,,1.0,20.0,,6.0
794,2019,12,009438,356,11,03,230301,3.0,7.0,20150094383561103,3.0,1.0,3.0,1.0,2.0,,1.0,10.0,,
796,2019,02,007042,097,11,01,120902,5.0,7.0,20170070420971101,1.0,1.0,1.0,1.0,2.0,,1.0,52.0,,1.0
798,2019,12,005715,106,11,01,050110,5.0,2.0,20150057151061103,1.0,1.0,1.0,1.0,2.0,,2.0,30.0,,1.0
811,2019,06,005363,010,11,04,030602,6.0,5.0,20160053630101104,3.0,1.0,3.0,1.0,1.0,,2.0,20.0,,6.0
812,2019,08,009954,028,11,01,180106,6.0,5.0,20180099540281101,1.0,1.0,1.0,1.0,2.0,,1.0,34.0,,2.0
813,2019,11,006477,007,11,06,090301,5.0,7.0,20190064770071106,3.0,1.0,3.0,1.0,2.0,,2.0,8.0,,
815,2019,06,009142,073,11,01,220101,7.0,4.0,20190091420731101,1.0,0.0,1.0,1.0,2.0,,1.0,25.0,,6.0
818,2019,01,005549,073,11,04,040112,6.0,1.0,20190055490731104,4.0,2.0,2.0,1.0,2.0,,2.0,40.0,,2.0
821,2019,08,007202,060,11,01,130104,1.0,4.0,20190072020601101,1.0,1.0,1.0,1.0,2.0,,2.0,35.0,,1.0
823,2019,10,010059,060,11,05,050607,5.0,8.0,20190100590601105,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
828,2019,03,009160,014,11,01,220801,7.0,5.0,20190091600141101,1.0,1.0,1.0,1.0,2.0,,1.0,29.0,,2.0
829,2019,09,006699,024,11,02,110101,2.0,2.0,20150066990241105,3.0,1.0,3.0,1.0,2.0,,1.0,21.0,,6.0
830,2019,10,008066,022,11,02,150601,2.0,3.0,20190080660221102,2.0,1.0,2.0,1.0,2.0,,1.0,35.0,,1.0
832,2019,08,006422,165,11,02,090504,5.0,7.0,20190064221651102,2.0,1.0,2.0,1.0,2.0,,2.0,37.0,,2.0
834,2019,03,007203,038,11,03,130104,1.0,4.0,20170072030381103,3.0,1.0,3.0,1.0,2.0,,1.0,5.0,,
843,2019,05,005270,039,11,04,021201,5.0,5.0,20180052700391104,3.0,1.0,3.0,1.0,2.0,,1.0,6.0,,
848,2019,07,009290,045,11,03,220602,7.0,8.0,20190092900451103,3.0,1.0,3.0,1.0,2.0,,1.0,33.0,,6.0
851,2019,01,009236,199,11,02,220901,7.0,2.0,20190092361991102,2.0,1.0,2.0,1.0,2.0,,2.0,45.0,,2.0
